0,-1700,-732,6402,-2,-107,-12
1,-1682,-704,6400,-3,-85,-15
2,-1724,-718,6374,-34,-93,-19
3,-1748,-736,6316,-16,-79,32
4,-1608,-750,6442,-24,-48,10
5,-1760,-740,6326,-35,-104,-1
6,-1634,-734,6418,-26,-45,-16
7,-1694,-732,6452,-26,-153,-7
8,-1696,-776,6346,-25,-80,-18
9,-1648,-714,6422,-20,-64,-15
10,-1652,-744,6428,-14,-100,-6
11,-1754,-744,6366,-14,-131,25
12,-1728,-706,6388,-34,-156,-12
13,-1706,-752,6334,2,-163,19
14,-1862,-768,6238,-24,-249,26
15,-1734,-708,6400,-7,-61,81
16,-1642,-692,6410,-14,-253,34
17,-1784,-728,6236,25,-305,64
18,-1716,-720,6382,4,-226,52
19,-1724,-720,6364,6,-132,35
20,-1708,-742,6360,3,-178,8
21,-1630,-732,6424,-20,0,-5
22,-1716,-772,6348,21,-101,-9
23,-1670,-736,6448,-10,-68,7
24,-1694,-720,6390,-13,-143,1
25,-1680,-756,6374,-6,-109,-3
26,-1662,-696,6392,17,-126,14
27,-1682,-692,6390,0,-117,16
28,-1684,-740,6416,-1,-116,9
29,-1746,-728,6352,14,-108,10
30,-1688,-730,6384,-7,-128,-7
31,-1758,-774,6292,5,-118,-7
32,-1696,-718,6368,-20,-66,-46
33,-1718,-732,6428,-6,-112,-18
34,-1700,-726,6380,-2,-135,3
35,-1730,-718,6404,-29,-112,-11
36,-1668,-722,6402,-1,-108,19
37,-1694,-754,6372,-22,-133,-3
38,-1696,-726,6408,-12,-114,-16
39,-1682,-720,6396,-10,-56,-16
40,-1662,-730,6358,-17,-51,-24
41,-1688,-724,6320,2,-92,3
42,-1658,-696,6372,-16,-47,19
43,-1606,-706,6408,-16,-112,-6
44,-1684,-734,6370,-9,-110,26
45,-1646,-734,6348,-11,-68,23
46,-1630,-726,6450,-26,-53,13
47,-1664,-718,6420,-25,-115,5
48,-1656,-702,6412,-26,-31,22
49,-1682,-742,6438,-13,-57,40
50,-1700,-742,6438,3,-53,26
51,-1648,-726,6408,26,-87,36
52,-1764,-742,6372,42,-244,64
53,-1710,-708,6374,22,-135,23
54,-1714,-744,6304,67,-178,103
55,-1688,-706,6424,57,-181,68
56,-1702,-708,6374,41,-138,-61
57,-1652,-686,6406,-22,-86,-33
58,-1680,-714,6390,-31,-53,-50
59,-1658,-722,6398,-21,-5,-81
60,-1700,-670,6348,-27,75,-25
61,-1674,-682,6378,32,-24,8
62,-1690,-678,6402,-20,-86,8
63,-1660,-702,6410,5,-140,16
64,-1756,-706,6332,48,-98,38
65,-1766,-716,6372,18,-112,41
66,-1756,-722,6364,55,-77,63
67,-2292,-744,5966,25,622,58
68,-1998,-714,6230,113,-597,135
69,-2062,-692,6152,149,-195,56
70,-1746,-684,6356,-20,-27,-24
71,-2224,-222,5770,862,836,329
72,-1178,-574,6788,193,-276,71
73,-2088,-688,6156,100,-269,33
74,-1784,-562,6364,-54,31,-6
75,-1638,-674,6506,13,-140,45
76,-1860,-536,6322,-73,-167,79
77,-1732,-550,6404,-336,-244,-17
78,-1794,-592,6386,-603,-434,-103
79,-1784,-686,6354,-218,-391,-133
80,-1660,-702,6480,-118,-241,-111
81,-1616,-732,6454,-76,-153,-97
82,-1718,-724,6396,-58,-192,-21
83,-1746,-718,6376,-23,-188,-20
84,-1744,-730,6414,-14,-190,15
85,-1770,-700,6326,-15,-148,9
86,-1588,-724,6468,-21,-98,-11
87,-1600,-730,6416,-38,-186,2
88,-1702,-746,6416,-19,-158,-37
89,-1704,-728,6408,-13,-104,20
90,-1668,-740,6378,-24,-78,-4
91,-1666,-766,6386,-7,-96,7
92,-1658,-736,6396,-12,-64,12
93,-1664,-728,6438,18,-66,17
94,-1636,-702,6396,-12,-74,-20
95,-1674,-748,6388,-16,-78,5
96,-1714,-742,6380,3,-107,12
97,-1660,-710,6376,2,-137,12
98,-1768,-744,6372,-8,-153,22
99,-1706,-746,6418,-21,-108,7
100,-1676,-750,6386,1,-138,9
101,-1706,-750,6350,8,-137,-7
102,-1698,-682,6386,1,-141,2
103,-1726,-764,6388,-11,-154,9
104,-1662,-766,6374,-11,-124,-1
105,-1656,-706,6436,-14,-127,3
106,-1646,-740,6434,-11,-95,11
107,-1654,-760,6400,-3,-87,5
108,-1644,-742,6440,-12,-103,-14
109,-1690,-720,6344,-12,-103,-2
110,-1698,-736,6354,-14,-122,-7
111,-1662,-712,6394,-2,-104,-1
112,-1644,-718,6408,-9,-117,10
113,-1664,-746,6370,0,-90,28
114,-1652,-726,6362,-1,-76,10
115,-1658,-746,6448,-5,-91,13
116,-1668,-740,6458,-1,-104,10
117,-1646,-724,6406,-12,-92,19
118,-1404,-712,6578,-8,92,-4
119,-1854,-722,6252,17,-256,3
120,-1640,-734,6436,-3,53,3
121,-1772,-742,6316,9,-246,19
122,-1744,-742,6388,-16,-40,10
123,-1614,-704,6600,-34,200,48
124,-1608,-722,6464,-22,-94,16
125,-1788,-730,6314,-15,-185,0
126,-1738,-734,6322,-15,-46,5
127,-1592,-746,6456,-31,-49,4
128,-1788,-706,6376,-34,-116,13
129,-1846,-786,6316,-22,-156,-3
130,-1640,-740,6396,-27,-12,-8
131,-1604,-728,6482,-5,-168,2
132,-1748,-702,6340,-10,-93,-29
133,-1684,-728,6336,13,-47,16
134,-1638,-732,6420,13,-39,30
135,-1696,-730,6402,17,-93,0
136,-1622,-728,6442,10,-36,15
137,-1646,-716,6400,30,-53,67
138,-1746,-712,6402,20,-49,45
139,-1592,-696,6506,-3,6,143
140,-1828,-758,6348,29,270,282
141,-1660,-888,6402,764,562,148
142,-1960,-610,6414,897,559,-163
143,-2036,-614,6490,406,1535,-282
144,-2870,-600,6226,54,3176,-567
145,-1970,-640,6074,192,1265,-112
146,-2138,-556,6358,140,-123,-110
147,-2736,-556,6574,-88,1251,-127
148,-2286,-564,6328,-131,1711,122
149,-2626,-574,6094,-5,926,32
