0,12,-166,1910,17,59,-72
1,-806,-168,1326,7,-28,-87
2,-656,-137,1492,-7,-147,-51
3,-517,-144,1546,21,-249,-37
4,-316,-186,1657,1,-30,-237
5,-316,-172,1594,-12,-25,-233
6,-557,-197,1488,-4,68,-170
7,-461,-190,1551,12,-30,-134
8,-386,-169,1617,-5,-20,-70
9,-394,-173,1596,9,-7,-22
10,-395,-185,1593,16,-7,34
11,-404,-176,1600,15,-12,17
12,-405,-169,1598,-1,-27,4
13,-389,-182,1598,-5,-47,22
14,-403,-172,1604,-6,-43,37
15,-416,-184,1598,-3,-32,31
16,-400,-177,1608,-8,-34,27
17,-411,-183,1612,-7,-43,17
18,-399,-184,1607,-7,-38,16
19,-392,-177,1601,-17,-29,-5
20,-456,-280,1565,-11,-54,-7
21,-396,-190,1598,1,-40,-3
22,-388,-181,1614,-6,-39,-7
23,-321,-195,1643,5,19,-7
24,-359,-176,1620,6,-40,9
25,-395,-178,1590,4,-53,8
26,-380,-190,1596,-1,-36,8
27,-384,-175,1594,1,-23,10
28,-391,-185,1597,-3,-26,10
29,-390,-179,1598,1,-19,22
30,-388,-183,1599,-2,-19,39
31,-398,-175,1587,-3,-16,28
32,-399,-182,1601,0,-21,34
33,-395,-181,1603,-1,-20,36
34,-386,-185,1599,-8,-29,17
35,-385,-181,1607,-2,-26,-1
36,-388,-184,1611,-1,-29,-1
37,-385,-181,1602,-2,-23,-2
38,-395,-181,1606,-2,-27,-3
39,-393,-174,1602,3,-24,-5
40,-392,-174,1607,-2,-28,0
41,-401,-180,1595,2,-27,2
42,-393,-185,1607,-4,-28,-3
43,-396,-179,1584,-3,-29,-1
44,-387,-179,1603,-2,-25,-1
45,-390,-175,1598,-5,-25,0
46,-394,-176,1604,-3,-21,-3
47,-391,-182,1594,-9,-26,0
48,-389,-183,1609,-7,-25,-2
49,-392,-180,1606,-3,-29,0
50,-391,-177,1597,-5,-29,5
51,-393,-178,1607,-3,-28,3
52,-393,-175,1585,-4,-25,9
53,-398,-177,1595,-3,-22,10
54,-379,-175,1614,1,-28,11
55,-387,-182,1600,-3,-28,5
56,-398,-177,1611,-4,-31,-1
57,-391,-187,1599,-4,-26,-2
58,-380,-186,1608,-4,-25,1
59,-395,-181,1607,-4,-29,-2
60,-391,-180,1587,-3,-27,0
61,-386,-177,1599,-7,-25,0
62,-398,-176,1597,1,-27,5
63,-396,-188,1604,-3,-21,3
64,-396,-178,1604,-4,-29,-4
65,-396,-182,1609,-1,-28,-3
66,-388,-186,1604,1,-26,-8
67,-397,-186,1593,4,-31,2
68,-394,-177,1608,6,-27,-2
69,-381,-172,1606,-2,-19,1
70,-395,-166,1591,-4,-4,11
71,-307,-193,1654,-16,59,11
72,-402,-178,1588,-2,-13,12
73,-410,-186,1577,7,-29,8
74,-405,-184,1582,-5,-22,2
75,-398,-180,1594,-7,-26,2
76,-398,-184,1596,-1,-26,0
77,-391,-185,1597,-2,-24,8
78,-402,-180,1607,-1,-22,3
79,-402,-175,1599,-4,-26,0
80,-391,-182,1616,-4,-29,4
81,-407,-183,1590,-1,-30,2
82,-393,-189,1595,-1,-18,0
83,-397,-182,1617,-2,-22,5
84,-409,-181,1604,-5,-26,1
85,-395,-187,1601,0,-23,-2
86,-396,-176,1584,0,-27,1
87,-395,-185,1594,-3,-22,3
88,-414,-181,1599,-5,-22,-4
89,-412,-175,1598,-2,-28,0
90,-399,-189,1614,-2,-31,2
91,-404,-178,1594,-6,-32,-2
92,-397,-174,1587,-3,-22,-5
93,-404,-174,1606,-2,-23,0
94,-391,-174,1604,-5,-28,1
95,-394,-179,1594,-4,-26,-3
96,-389,-175,1600,-2,-24,-1
97,-397,-188,1612,-8,-28,-1
98,-401,-185,1599,3,-30,-5
99,-395,-177,1594,-5,-22,-6
100,-392,-177,1600,-2,-29,-9
101,-396,-174,1597,-4,-30,-6
102,-389,-175,1614,-6,-26,-4
103,-403,-176,1610,-11,-28,0
104,-401,-189,1606,1,-32,1
105,-399,-188,1594,5,-30,4
106,-393,-179,1611,0,-21,1
107,-409,-181,1598,-1,-16,-2
108,-400,-179,1601,-3,-28,-3
109,-395,-184,1610,2,-22,3
110,-394,-180,1603,-1,-27,0
111,-396,-172,1608,-2,-27,0
112,-400,-173,1609,-1,-25,0
113,-398,-188,1616,2,-28,-3
114,-390,-179,1607,-2,-25,-3
115,-394,-182,1609,0,-28,-1
116,-405,-186,1614,1,-25,-8
117,-397,-179,1595,-4,-26,-1
118,-391,-187,1598,-8,-26,-4
119,-400,-174,1599,-2,-34,-1
120,-397,-179,1598,-2,-23,-7
121,-397,-179,1601,4,-17,4
122,-407,-186,1576,15,-24,13
123,-377,-180,1604,14,-24,8
124,-410,-172,1602,7,-33,16
125,-411,-177,1596,12,-28,25
126,-459,-180,1560,-18,-92,59
127,-515,66,1595,21,9,-3
128,-300,-194,1672,-20,122,7
129,-507,-169,1530,-4,-75,-1
130,-347,-183,1632,-25,-35,7
131,-420,-177,1573,-8,-23,17
132,-408,-181,1595,-10,-42,4
133,-389,-177,1610,-8,-20,-4
134,-305,-174,1659,-2,27,-5
135,-423,-171,1585,-4,-29,15
136,-396,-169,1608,12,-31,3
137,-403,-176,1604,-5,-26,-18
138,-416,-168,1592,-19,-55,-4
139,-330,-193,1659,-65,50,47
140,-400,-185,1607,9,-95,-15
141,-383,-185,1611,-12,-80,-32
142,-405,-179,1585,-33,-80,-14
143,-393,-188,1606,-15,-123,-31
144,-391,-103,1585,-14,-102,46
145,-404,-208,1599,-10,-104,28
146,-431,-71,1542,-4,-150,109
147,-417,-115,1602,14,-110,150
148,-258,-254,1610,2,-44,57
149,-336,-199,1623,-22,32,1
150,-359,-285,1609,-43,9,-58
151,-345,-195,1599,-6,-21,-23
152,-372,-195,1592,-31,-14,-29
153,-297,-214,1594,-19,-12,-17
154,-317,-185,1590,4,-51,-9
155,-341,-195,1598,4,-38,-6
156,-317,-209,1600,-6,-24,-33
157,-353,-198,1600,-9,4,8
158,-382,-191,1602,-30,-28,5
159,-347,-207,1610,-21,-27,19
160,-318,-217,1571,-19,-4,2
161,-414,-182,1585,-30,31,5
162,-362,-208,1595,-10,-9,-1
163,-362,-195,1591,5,28,-13
164,-371,-194,1598,0,14,-2
165,-381,-206,1606,1,-7,-8
166,-364,-205,1604,-12,-3,3
167,-365,-198,1612,7,22,4
168,-371,-194,1588,27,31,-10
169,-381,-198,1598,23,18,-5
170,-400,-193,1606,37,19,-3
171,-407,-184,1603,15,-6,-11
172,-398,-189,1602,-6,-5,-7
173,-391,-197,1581,-10,13,9
174,-391,-197,1612,17,-27,-13
175,-389,-181,1605,24,-28,-31
176,-372,-183,1604,1,-6,-25
177,-389,-190,1608,20,-36,0
178,-392,-178,1594,80,-104,-15
179,-374,-167,1616,26,-101,-14
