0,-993,-211,3135,-317,-312,94
1,-838,-186,3201,-361,-219,71
2,-982,-140,3151,-891,-631,10
3,-641,-119,3319,-110,592,4
4,-1118,-385,2949,-23,-205,63
5,-785,-331,3274,-30,72,125
6,-964,-331,3082,-8,-85,66
7,-828,-391,3178,13,-49,123
8,-827,-313,3236,-21,-16,-69
9,-822,-348,3219,-32,-133,-65
10,-950,-370,3138,-41,-152,8
11,-765,-364,3238,-42,-61,-3
12,-896,-387,3151,-47,-115,-48
13,-856,-379,3190,-1,-37,8
14,-890,-362,3165,-30,-109,21
15,-861,-400,3168,-24,-42,-13
16,-918,-379,3154,-14,-37,-8
17,-867,-396,3176,14,-34,-20
18,-895,-353,3185,3,-6,14
19,-881,-374,3173,-21,-74,15
20,-846,-378,3192,-13,-29,-11
21,-895,-385,3161,4,-52,-12
22,-849,-368,3191,11,-38,16
23,-865,-387,3184,-3,-37,-13
24,-790,-382,3251,-23,-11,-13
25,-940,-352,3130,-2,-150,-24
26,-867,-400,3131,-8,4,-6
27,-879,-382,3184,-17,-99,-6
28,-875,-372,3203,-4,13,16
29,-806,-387,3200,6,-23,31
30,-890,-383,3183,4,-57,-10
31,-818,-371,3233,12,-115,-12
32,-913,-383,3148,-1,-56,8
33,-889,-382,3181,4,-109,24
34,-824,-380,3224,-4,-8,33
35,-908,-370,3164,-12,-42,14
36,-789,-358,3274,-33,-67,76
37,-934,-383,3139,0,-23,29
38,-912,-386,3166,-1,-111,36
39,-838,-370,3249,20,28,6
40,-850,-363,3211,25,47,-19
41,-907,-373,3222,20,-135,-10
42,-953,-380,3124,-2,-28,15
43,-861,-377,3213,24,-69,1
44,-825,-385,3215,6,15,-3
45,-887,-361,3194,-1,-35,-8
46,-889,-379,3174,10,-100,12
47,-884,-361,3196,-8,-25,25
48,-831,-378,3226,-4,-40,3
49,-873,-388,3207,7,-57,-3
50,-871,-354,3151,4,-49,-4
51,-851,-374,3204,15,-65,-8
52,-873,-369,3194,11,-45,17
53,-918,-366,3177,1,-56,8
54,-874,-355,3189,4,-64,12
55,-881,-356,3208,-3,-48,3
56,-882,-366,3185,-10,-24,-12
57,-859,-373,3192,-7,-16,8
58,-881,-377,3193,-1,-57,1
59,-890,-377,3232,-8,-45,0
60,-863,-375,3219,3,-26,2
61,-902,-369,3199,-13,-54,16
62,-891,-380,3173,-8,-47,5
63,-856,-357,3215,-12,-25,15
64,-873,-366,3204,-14,-59,22
65,-957,-360,3142,-25,-138,6
66,-839,-364,3216,-17,8,-1
67,-905,-378,3163,-23,0,34
68,-1151,-371,2980,-50,-203,65
69,-795,-378,3245,-22,119,48
70,-981,-378,3129,-17,-150,26
71,-867,-369,3195,-8,19,-1
72,-970,-413,3140,-31,-66,48
73,-871,-382,3208,-41,-1,44
74,-889,-399,3198,-67,32,55
75,-863,-424,3195,-3,19,97
76,-824,-433,3280,232,394,-31
77,-887,-230,3262,140,799,-85
78,-1098,-380,3188,152,563,93
79,-1074,-297,3192,257,700,289
80,-1035,-258,3258,258,523,276
81,-1163,-270,3160,200,380,202
82,-1186,-253,3169,114,95,104
83,-1203,-280,3146,41,-71,77
84,-1163,-265,3192,-1,-69,24
85,-1159,-270,3231,42,77,-32
86,-1195,-258,3167,38,160,-51
87,-1157,-314,3184,7,238,50
88,-1017,-222,3360,-118,836,-18
89,-1305,-341,3154,-28,859,-79
90,-1363,-330,3151,179,359,185
91,-1184,-233,3264,-9,859,300
92,-1714,-372,3000,-9,389,386
93,-1450,-250,3157,128,315,390
94,-1513,-209,3174,78,224,446
95,-1575,-199,3058,-6,274,268
96,-1174,-211,3320,-60,62,205
97,-1589,-242,3081,-124,-103,81
98,-1502,-238,3172,-83,211,-96
99,-1503,-269,3151,-20,-2,9
100,-1559,-254,3156,66,-27,75
101,-1554,-222,3108,36,66,42
102,-1560,-207,3123,-31,25,3
103,-1573,-256,3130,-90,135,-54
104,-1741,-338,3122,114,155,132
105,-1786,-416,3063,-105,1070,149
106,-1898,-198,2980,-302,919,18
107,-2281,-271,2686,-259,1142,129
108,-2268,-292,2772,-187,1065,162
109,-2186,-298,2690,-249,788,52
110,-1374,-197,3434,-300,1426,-2
111,-2036,-234,3030,-158,746,-168
112,-2436,-287,2641,62,270,-192
113,-1700,-394,3247,210,680,-41
114,-2019,-399,3175,257,1226,-63
115,-2649,-342,2907,566,2195,88
116,-2493,-94,2730,397,961,-282
117,-2217,-132,2912,726,682,-103
118,-2441,-279,2938,934,301,-437
119,-2436,-18,2780,967,534,-480
120,-2842,65,2875,514,-199,-643
121,-3634,-703,2434,-677,-730,-666
122,-2730,-112,2625,-1424,388,-346
123,-2593,-503,2852,-1996,1878,-357
124,-2755,-376,2413,-843,1763,-187
125,-2869,-544,2740,-213,1543,-546
126,-2913,-319,2976,-1653,727,-1075
127,-2136,-1411,2664,-49,-321,1919
128,-2785,-436,2540,-107,-441,-1471
129,-2882,-250,2407,827,707,-577
130,-2618,-666,3072,385,870,-537
131,-2788,-790,2335,364,1423,-673
132,-2976,-787,2474,315,773,-155
133,-3315,-668,2251,-25,389,485
134,-3580,-901,2583,-55,809,-47
135,-3115,-422,2110,-60,1251,206
136,-3246,-147,2446,-149,1133,180
137,-3293,-745,2317,-121,1117,-5
138,-3474,-595,2203,66,1440,-63
139,-3573,-551,2191,20,1595,-40
140,-3833,-718,1911,-26,1751,-15
141,-3857,-648,1856,-404,2187,634
142,-4069,-898,1821,-1616,2313,1549
143,-4024,-608,1866,-766,1497,1194
144,-4021,-575,1630,-173,1394,962
145,-4505,-393,970,-260,47,610
146,-4088,-232,1277,-206,793,-43
147,-4323,-426,1146,-327,214,-55
148,-4254,-461,1485,35,463,-708
149,-2512,498,3193,851,43,1624
150,-4085,-492,1614,323,650,-10
151,-4688,-258,893,-539,-217,324
152,-4190,-319,1415,79,344,41
153,-4162,-369,1448,360,1368,-257
154,-4838,-295,662,479,2401,-364
155,-4505,-412,912,328,1254,-219
156,-4666,-446,810,497,889,-255
157,-4576,-486,850,840,1136,-318
158,-4613,-329,614,145,729,72
159,-4504,-400,848,133,948,27
160,-4718,-393,457,-3,780,115
161,-4663,-378,508,13,630,28
162,-4548,-356,635,-29,260,-112
163,-4593,-402,613,295,363,-384
164,-4655,-418,508,150,391,-82
165,-4640,-433,565,220,730,-119
166,-4711,-413,390,15,979,14
167,-4806,-409,194,-258,720,200
168,-4729,-395,154,155,1057,103
169,-4748,-429,252,197,697,226
170,-4716,-364,193,-166,778,225
171,-4855,-269,-104,951,477,-112
172,-4873,-186,-354,13,334,-191
173,-5136,-411,-213,-424,125,-155
174,-5078,-364,-226,-551,78,-63
175,-4710,-329,78,-826,245,-9
176,-5243,-880,-95,-759,380,-58
177,-4751,-405,-5,-464,876,41
178,-4862,-411,-288,-508,340,23
179,-5615,-768,-1013,-314,-1184,106
180,-4639,-469,-76,-73,340,-2
181,-4957,-293,-313,-256,706,-188
182,-5006,-453,-482,-142,654,-20
183,-4979,-459,-497,-53,525,-16
184,-4926,-477,-457,-156,798,1
185,-4954,-459,-575,-361,792,5
186,-5465,-1557,-1818,-266,-594,143
187,-4563,-466,-317,106,671,170
188,-4577,-594,-537,656,757,-120
189,-4686,-521,-543,744,513,19
190,-5004,-580,-916,307,1066,42
191,-5014,-377,-1098,72,431,11
192,-4435,-485,-618,-8,937,34
193,-5430,-439,-1430,-79,-158,6
194,-5321,-493,-1312,-406,365,12
195,-5175,-627,-1328,-323,422,-11
196,-5019,-234,-1278,115,345,60
197,-5225,-515,-1392,55,624,53
198,-4877,-517,-1320,215,238,-56
199,-4840,-296,-1030,406,-154,-43
200,-4867,-418,-1121,-18,226,42
201,-4851,-455,-1157,-477,689,-43
202,-4819,-439,-1137,-177,649,-43
203,-5019,-556,-1578,-181,631,-114
204,-4882,-506,-1401,-170,1020,32
205,-4883,-522,-1574,-52,422,60
206,-4866,-496,-1470,-308,108,68
207,-4911,-460,-1499,-278,-13,-3
208,-4830,-485,-1523,-273,33,14
209,-4837,-457,-1477,-389,219,-20
210,-4916,-450,-1629,-278,12,-43
211,-4892,-530,-1566,31,-193,-9
212,-4600,-391,-1355,34,111,23
213,-4853,-506,-1533,102,-299,-12
214,-4648,-475,-1357,154,39,6
215,-5089,-470,-1715,168,-25,-5
216,-5000,-483,-1648,73,91,20
217,-4934,-473,-1644,-4,119,21
218,-4829,-495,-1571,7,-138,0
219,-4879,-487,-1595,-12,-190,22
220,-4894,-483,-1597,-65,-182,18
221,-4898,-489,-1581,-16,-206,31
222,-4881,-488,-1541,-21,-52,34
223,-4897,-476,-1573,28,-13,11
224,-4901,-476,-1560,30,11,6
225,-4896,-471,-1622,22,-66,25
226,-4991,-463,-1663,-18,215,9
227,-4623,-457,-1366,-31,-62,3
228,-4876,-467,-1534,-35,-286,-5
