981,-129,975,23,-250,17
966,-117,1034,12,-210,13
1007,-142,1030,25,-330,10
1010,-133,972,13,-287,12
999,-129,1007,20,-269,13
1025,-137,963,30,-275,13
1013,-145,988,15,-257,8
1040,-103,952,6,-290,4
1067,-134,928,16,-277,12
1071,-136,909,5,-152,3
1074,-115,931,7,-178,7
1083,-129,931,5,-179,-2
1090,-123,919,11,-213,3
1099,-125,886,12,-143,3
1078,-140,915,10,-95,6
1096,-131,872,12,-101,-2
1099,-138,877,7,-78,3
1094,-127,894,15,-89,2
1096,-126,871,-2,-38,1
1079,-126,913,10,-94,3
1111,-131,881,6,-53,5
1106,-124,885,7,-23,8
1101,-133,890,14,-80,8
1102,-136,889,6,-69,4
1121,-129,870,0,-63,2
1111,-132,867,-3,-27,2
1095,-130,892,3,-16,-2
1104,-134,895,10,-67,5
1115,-127,874,5,-61,3
1111,-129,892,1,-30,3
1101,-136,887,6,-24,2
1105,-137,868,4,-15,5
1096,-131,880,4,18,4
1081,-129,909,10,-16,3
1101,-128,877,7,-20,1
1098,-127,877,5,-1,5
1095,-133,881,4,19,0
1108,-162,873,7,29,2
1102,-138,885,1,56,4
1068,-117,919,8,1,8
1086,-125,896,6,-15,0
1098,-122,887,8,0,3
1092,-128,863,7,31,3
1095,-137,901,3,47,3
1072,-128,927,6,22,3
1087,-135,909,3,38,-1
1075,-138,901,-3,28,7
1094,-128,897,4,8,0
1086,-123,922,5,5,1
1070,-124,903,3,-6,11
1073,-121,919,4,29,5
1069,-129,922,10,30,7
1078,-130,920,2,42,6
1053,-135,955,4,46,0
1069,-125,918,5,78,6
1062,-132,924,10,107,10
1046,-132,953,3,103,5
1073,-3,840,131,108,120
1007,-142,934,12,124,8
991,-139,937,2,139,1
1077,-138,966,-5,208,2
1038,-121,994,-7,201,0
1004,-128,1017,-9,186,-2
1055,-138,1010,-17,211,-4
969,-135,976,-10,133,2
936,-137,985,11,24,4
1026,-124,1024,4,36,-1
976,-136,1035,23,-33,3
1010,-117,989,13,-28,4
974,-115,1021,34,-89,16
1014,-94,986,49,-26,63
969,-240,759,201,23,256
924,-188,947,129,16,119
1011,-135,1005,45,41,52
1018,-126,1065,4,198,22
1028,-137,1065,0,277,5
991,-130,1061,-5,316,2
939,-120,1098,13,292,16
971,-126,1092,-5,315,-4
907,-126,1091,-13,339,-1
835,-126,1091,-11,311,2
863,-138,1097,-21,380,-3
815,-136,1139,-8,351,-3
805,-137,1134,-14,370,5
793,-143,1160,-12,363,6
805,-138,1165,-6,359,3
778,-133,1169,-21,456,5
742,-142,1250,-14,416,4
735,-135,1217,-18,404,3
693,-145,1226,-15,448,4
670,-140,1244,-21,436,5
657,-142,1262,-13,482,9
634,-140,1274,-11,465,13
614,-157,1303,-10,477,7
573,-143,1300,-16,473,0
540,-152,1342,-6,497,6
503,-148,1340,-6,496,10
476,-148,1379,-4,431,15
484,-152,1389,0,349,18
463,-150,1404,5,345,17
446,-154,1381,0,337,11
405,-156,1402,-3,344,9
403,-144,1394,-6,296,4
374,-159,1410,-15,271,-7
367,-138,1423,-9,276,-10
349,-143,1437,-12,192,-12
336,-153,1405,-19,176,-13
329,-157,1429,-6,221,-12
308,-137,1451,-19,214,-18
298,-154,1437,-12,173,-4
275,-172,1449,-17,216,-11
278,-147,1472,-10,215,-14
254,-142,1447,-6,159,-6
247,-154,1456,-5,144,2
234,-152,1471,6,126,7
209,-169,1469,5,80,4
220,-150,1476,8,47,13
208,-156,1475,6,23,9
220,-156,1474,6,22,4
218,-160,1482,12,33,2
218,-153,1475,3,30,7
221,-168,1469,3,20,-2
205,-156,1478,4,37,1
210,-159,1471,10,53,-1
199,-159,1466,10,39,-10
193,-153,1471,15,59,-19
194,-147,1481,22,70,-5
190,-154,1486,31,101,-17
177,-162,1483,30,98,-29
164,-156,1489,27,132,-41
168,-148,1510,30,81,-37
156,-137,1499,30,96,-37
144,-134,1472,2,191,-31
147,-136,1496,18,278,-2
89,-158,1523,-17,356,-10
101,-136,1512,-21,355,-41
83,-142,1530,3,355,-26
85,-157,1522,-12,574,30
20,-137,1574,-53,547,-11
-28,-151,1549,-36,489,-24
-67,-162,1529,-57,556,-54
-71,-164,1556,-42,538,-52
-147,-148,1566,-29,485,-6
-157,-160,1573,-41,496,-19
-210,-168,1570,-30,520,-54
-242,-139,1584,-15,434,-18
-269,-155,1598,-9,357,24
-313,-139,1556,-10,335,13
-303,-147,1570,-31,371,11
-354,-182,1604,-6,379,5
-367,-174,1581,-3,381,14
-372,-157,1569,-14,339,18
-390,-155,1577,-10,406,34
-433,-161,1596,18,237,35
-440,-178,1580,-14,191,-9
-524,-159,1564,13,55,13
-459,-176,1583,12,20,21
-459,-172,1572,22,16,29
-464,-158,1571,-3,2,20
-466,-172,1584,4,-17,15
-462,-171,1590,-4,-25,42
-455,-160,1570,-2,-21,34
-457,-137,1578,2,1,10
-468,-172,1571,6,-6,35
-451,-154,1582,-12,-22,4
-457,-169,1581,27,6,-38
-454,-170,1585,9,16,-85
-472,-162,1586,18,53,-121
-495,-160,1565,-1,22,-55
-461,-162,1666,37,34,104
-544,-174,1518,15,-24,35
-469,-170,1594,-18,-3,8
-489,-159,1561,-9,-14,1
-682,-202,1578,-95,-140,-50
-484,-174,1570,-35,-47,28
-476,-177,1578,-43,-32,3
-479,-186,1578,15,13,-2
-118,-30,1837,-21,193,-15
-459,-156,1599,17,-23,0
-481,-163,1586,-49,16,-11
-482,-178,1591,-10,42,48
-540,-204,1547,-2,32,62
-456,-192,1620,-3,65,42
-505,-166,1574,72,94,90
-510,-168,1595,43,89,90
-519,-112,1577,-12,162,9
-526,-146,1581,49,204,34
-527,-151,1595,9,161,3
-576,-187,1583,-9,178,27
-565,-180,1577,-1,218,21
-576,-160,1581,69,369,11
-608,-148,1574,34,448,10
-612,-176,1582,106,541,-26
-737,-118,1546,124,536,-76
-704,-124,1560,49,523,-46
-803,-171,1516,61,545,-15
-809,-171,1561,21,494,-12
-772,-137,1565,26,342,-45
-756,-157,1596,37,392,-98
-945,-222,1489,41,407,-99
-910,-129,1494,86,391,-85
-965,-127,1491,68,336,-74
-913,-98,1545,52,403,-57
-969,-135,1529,-11,629,-60
-1013,-142,1510,-12,1048,-46
-1064,-137,1462,-26,974,-54
-1170,-128,1428,27,610,-50
-1229,-121,1366,47,423,-48
-1184,-140,1440,47,385,-42
-1236,-141,1401,25,403,-13
-1268,-111,1396,8,481,6
-1322,-137,1342,-11,537,27
-1345,-133,1343,-4,371,38
-1435,-156,1289,-127,300,62
-1370,-128,1330,-202,431,86
-1416,-151,1321,-169,385,65
-1415,-183,1326,-133,403,19
-1398,-142,1301,-200,438,13
-1308,-148,1282,-84,398,22
-1512,-226,1223,-45,398,-32
-1573,-187,1194,-14,146,-16
-1508,-192,1263,7,105,-30
-1546,-191,1264,-26,273,-28
-1537,-178,1242,-30,266,-16
-1566,-187,1224,-41,237,4
-1645,-196,1165,-87,223,52
-1548,-171,1223,-87,295,26
-1635,-195,1170,-45,178,0
-1662,-187,1215,-138,352,64
-1769,-227,1071,-189,292,106
-1575,-211,1247,-62,250,54
-1638,-209,1183,-38,288,18
-1667,-219,1145,-5,256,-12
-1662,-214,1148,7,188,-12
-1722,-225,1084,-7,89,-8
-1738,-229,1087,3,131,-8
-1722,-229,1105,18,102,-17
-1715,-214,1146,13,286,-24
-1726,-208,1093,12,405,-30
-1661,-224,1159,-6,496,-24
-1733,-235,1093,-29,630,-13
-1811,-214,1035,-22,712,-3
-1909,-232,890,-22,629,-3
-1906,-205,893,-7,416,-23
-1893,-227,927,-7,326,-43
-1958,-241,848,-24,171,-7
-1945,-222,913,-15,42,5
-1966,-248,854,-51,243,-13
-1909,-246,940,-116,264,21
-2225,-239,712,-74,275,-13
-2024,-224,798,-41,210,-10
-2033,-210,907,404,279,-210
-2023,-252,754,101,385,-8
-1977,-205,818,193,494,-62
-2024,-224,847,95,396,-87
-2073,-234,780,163,554,-132
-1889,-346,891,120,646,-103
-2082,-219,690,29,522,-25
-2110,-248,668,-5,543,8
-2152,-234,625,-11,699,30
-2222,-225,514,-30,565,21
-2193,-222,524,-43,395,17
-2242,-231,505,-39,274,14
-2228,-218,488,-13,384,0
-2244,-244,486,-38,486,19
-2255,-229,422,-28,391,11
-2231,-229,457,-23,402,1
-2281,-225,384,-27,458,-1
-2285,-247,358,-25,352,-13
-2283,-235,353,-14,281,-2
-2314,-242,310,-15,242,4
-2295,-236,335,-32,196,12
-2336,-230,266,-31,144,2
-2306,-242,316,-17,145,4
-2321,-237,287,4,137,5
-2312,-240,303,10,96,2
-2326,-231,288,-8,86,-2
-2325,-243,269,-12,95,5
-2334,-247,247,-13,103,13
-2339,-237,247,-11,55,8
-2322,-236,261,-15,71,9
-2328,-237,260,-8,70,9
-2333,-234,234,-8,15,7
-2309,-231,277,1,16,3
-2311,-230,290,-6,21,3
-2343,-242,258,-6,29,3
-2338,-246,239,-7,47,0
-2333,-240,245,-17,72,3
-2338,-240,236,-7,63,10
-2350,-236,225,-24,36,12
-2351,-237,208,-27,11,9
-2358,-233,198,-8,-10,7
-2354,-233,195,8,-83,4
-2345,-238,211,4,-120,-4
-2364,-238,215,1,-143,1
-2334,-234,243,12,-147,-1
-2327,-233,257,8,-106,2
-2317,-223,254,-3,-108,5
-2317,-237,263,-8,-130,-5
-2333,-238,256,3,-123,-2
-2321,-239,260,-4,-117,9
-2327,-228,262,-4,-103,5
-2322,-245,259,-6,-84,2
-2331,-239,270,-4,-63,10
-2335,-232,276,2,-51,10
-2316,-240,268,-7,-61,-2
-2326,-238,284,-3,-45,-2
-2315,-245,273,0,-13,6
-2332,-233,269,1,-26,6
-2341,-238,265,4,-69,1
-2329,-236,260,10,-84,-3
-2324,-231,279,10,-108,-1
-2332,-232,285,40,-200,-6
-2338,-239,268,49,-241,-3
-2323,-238,284,21,-270,-10
-2304,-237,325,30,-326,-2
-2297,-235,333,20,-316,3
-2302,-235,343,19,-364,-1
-2295,-231,362,41,-463,-13
-2256,-239,424,32,-443,-18
-2253,-226,435,14,-396,-5
-2243,-228,430,16,-465,5
-2237,-238,463,12,-538,13
-2221,-226,497,9,-558,9
-2196,-230,531,43,-505,-19
-2185,-233,557,-3,-409,7
-2187,-232,557,3,-401,12
-2162,-230,593,25,-390,-1
-2149,-238,625,22,-419,-1
-2135,-234,646,17,-398,-4
-2121,-235,659,10,-428,4
-2109,-225,682,9,-455,8
-2090,-229,708,12,-510,7
-2065,-221,722,20,-515,6
-2071,-222,729,30,-599,-2
-2017,-221,797,44,-598,-23
-2016,-225,806,38,-514,-10
-1995,-221,839,37,-518,-8
-2042,-224,801,17,-610,10
-1966,-228,884,33,-577,1
-1918,-230,909,25,-547,-5
-1892,-220,927,27,-649,6
-1887,-223,942,26,-729,4
-1840,-218,999,25,-741,1
-1806,-207,1033,41,-675,-7
-1776,-216,1058,52,-585,-24
-1770,-218,1058,30,-533,4
-1741,-223,1073,43,-651,-6
-1681,-210,1146,53,-641,-26
-1671,-209,1144,68,-724,-30
-1590,-198,1211,114,-622,50
-1557,-200,1226,81,-608,31
-1563,-195,1208,73,-604,16
-1534,-179,1217,90,-816,25
-1461,-179,1295,95,-740,11
-1426,-173,1329,62,-532,11
-1412,-175,1331,38,-422,26
-1382,-161,1357,55,-456,8
-1375,-149,1341,18,-466,-48
-1344,-172,1356,68,-493,-11
-1350,-168,1331,56,-590,9
-1318,-164,1364,39,-634,18
-1259,-160,1389,24,-676,46
-562,8,1819,23,-562,113
-1227,-158,1390,-50,-859,96
-1052,-125,1473,117,-918,86
-1248,-168,1372,241,-1133,82
-1116,-124,1438,272,-1153,95
-1063,-175,1428,242,-1146,11
-909,-75,1507,268,-1118,29
-569,-32,1668,236,-855,36
-593,-49,1604,281,-742,44
-761,-18,1523,240,-633,12
-624,-16,1573,161,-570,7
-617,141,1575,-95,-375,-35
-618,-32,1540,-468,-344,-17
-587,-49,1560,-401,-318,-19
-604,9,1547,-586,-406,-81
-547,-123,1552,-672,-450,-50
-713,-304,1476,-268,-212,-14
-435,-207,1605,-19,-90,-27
-477,-162,1594,-20,-106,-23
-485,-182,1586,5,-78,10
-490,-191,1569,7,-76,9
-487,-191,1583,-2,-75,-36
-478,-182,1588,-6,-40,-30
-481,-194,1577,56,-20,-27
-481,-184,1588,27,-31,5
-493,-181,1577,11,-38,12
-474,-182,1581,22,-71,23
-468,-187,1588,-20,-31,-11
-481,-176,1572,1,-15,-16
-486,-186,1572,0,-29,22
-485,-203,1575,-3,-43,31
-472,-198,1584,-13,-21,3
-472,-180,1590,0,-19,3
-497,-203,1577,-1,-27,31
-470,-183,1573,-8,-34,21
-472,-184,1586,-5,-31,5
-474,-193,1579,29,-21,7
-476,-189,1578,21,-17,2
-489,-171,1579,-9,-12,20
-479,-188,1586,-3,-24,22
-476,-190,1579,18,-15,8
-500,-180,1575,18,-35,22
-482,-168,1572,25,-36,31
-471,-170,1579,15,-41,12
-477,-184,1602,-33,-36,10
-479,-183,1577,-7,-31,-12
-479,-179,1567,0,-22,0
-485,-189,1590,3,-39,0
-476,-175,1576,-8,-45,5
-477,-186,1582,-14,-37,-10
-468,-190,1581,-4,-37,-17
-471,-183,1578,-17,-38,9
-476,-176,1575,-9,-27,24
-463,-194,1586,18,4,19
-489,-193,1582,-4,20,-22
-494,-190,1581,26,-12,-26
-489,-188,1576,13,-28,2
-469,-183,1580,12,-37,-4
-482,-189,1580,24,-37,9
-473,-179,1593,-8,-48,0
-478,-185,1579,-14,-36,1
-484,-186,1574,18,-25,2
-478,-186,1584,8,-32,13
-485,-184,1571,1,-36,9
-478,-189,1588,20,-26,7
-481,-180,1568,24,-20,9
-479,-181,1584,22,-8,24
-485,-188,1574,15,-13,20
-496,-177,1578,23,-17,20
-487,-175,1575,31,-16,21
-496,-177,1582,53,-28,21
-466,-170,1581,72,-30,13
-427,-212,1625,171,40,38
-487,-161,1581,228,62,16
-485,-130,1590,341,116,41
-520,-111,1572,375,139,58
-532,-74,1570,284,91,84
-524,-72,1569,214,55,120
-530,-80,1587,263,-20,137
-539,-52,1599,385,-62,128
-506,-32,1569,362,-97,111
-498,15,1559,370,-56,30
-504,17,1577,299,7,40
-519,16,1585,338,0,41
-519,85,1553,363,-57,58
-517,102,1554,263,-90,90
-516,100,1546,346,-46,46
-520,125,1554,314,-54,45
-519,139,1560,380,-31,20
-490,160,1581,494,-60,40
-484,220,1550,499,-63,51
-497,193,1548,503,-2,4
-530,293,1511,488,-16,52
-497,268,1532,432,-12,79
-454,321,1501,434,29,29
-559,325,1490,366,30,22
-530,364,1512,437,45,40
-491,374,1517,439,6,26
-539,408,1481,483,-17,20
-505,459,1472,287,-41,59
-492,456,1473,261,-55,48
-489,464,1479,266,-49,14
-502,452,1493,348,-50,0
-485,496,1480,516,-72,12
-515,552,1432,489,-74,25
-454,554,1477,490,-62,15
-471,586,1460,547,-62,24
-440,626,1431,533,-52,41
-469,670,1406,512,-36,45
-467,761,1290,255,43,-2
-521,677,1386,113,13,-3
-512,684,1363,150,-13,-16
-542,724,1367,187,-23,-12
-486,706,1386,167,-23,-15
-517,711,1386,349,-9,-2
-477,731,1400,420,-18,15
-527,766,1339,540,-5,25
-505,804,1309,575,-11,35
-521,846,1284,618,2,48
-573,857,1268,598,0,59
-518,885,1257,567,3,43
-516,948,1250,535,16,74
-513,961,1218,523,35,102
-503,972,1216,501,5,43
-519,1008,1197,545,1,43
-528,1025,1173,476,-5,30
-501,1049,1157,517,-5,40
-516,1078,1152,495,-12,39
-498,1104,1129,550,3,51
-493,1127,1108,528,2,41
-513,1148,1088,522,-3,48
-505,1151,1070,513,-10,30
-504,1213,1008,483,-7,38
-515,1224,997,409,-22,23
-509,1242,991,408,-2,37
-516,1272,966,372,-10,22
-498,1274,978,298,-11,11
-492,1275,962,318,-23,-3
-491,1308,939,299,-1,26
-508,1313,917,237,-17,18
-508,1305,937,249,-35,1
-444,1349,891,303,-11,32
-538,1354,838,247,-48,15
-491,1354,889,211,-36,7
-505,1348,885,251,-11,9
-539,1386,828,246,-26,8
-504,1379,854,176,-52,5
-493,1385,850,203,-22,13
-498,1401,826,167,-31,7
-497,1403,849,146,-45,6
-488,1393,859,220,-28,5
-467,1409,849,307,-42,12
-631,1390,707,287,-19,15
-490,1436,781,276,-35,12
-493,1453,761,248,-9,17
-487,1460,738,166,-26,25
-433,1440,785,101,-41,5
-510,1470,733,79,-31,9
-495,1466,747,67,-24,1
-495,1476,734,30,-29,-16
-402,1457,767,-62,-18,-31
-597,1469,702,-18,-44,-5
-492,1473,743,-5,-7,0
-508,1458,754,-18,-16,10
-497,1464,740,-33,-25,-2
-491,1465,742,-28,4,10
-497,1459,757,-7,-9,19
-499,1456,768,26,-17,20
-495,1459,750,47,-3,18
-513,1460,760,44,-14,13
-506,1470,757,48,-22,13
-491,1467,747,5,-15,17
-506,1459,751,-29,-32,-4
-484,1465,770,-12,-26,3
-493,1468,742,-36,-22,4
-500,1466,754,-76,-27,0
-498,1463,777,-71,-30,-1
-502,1457,767,-71,-36,-5
-499,1455,777,-54,-27,0
-500,1440,765,-29,-29,4
-493,1455,757,-41,-52,-10
-496,1449,763,-57,-47,-17
-501,1436,777,-41,-24,-1
-505,1454,787,-45,-35,1
-499,1443,771,-60,-41,-4
-501,1435,784,-64,-46,-12
-495,1433,782,-30,-23,-2
-499,1434,784,-28,-26,1
-489,1437,783,-29,-35,-8
-495,1457,765,-23,-39,-1
-501,1428,791,-6,-20,2
-494,1427,790,20,-19,4
-511,1441,780,29,-5,16
-501,1444,780,9,-31,10
-504,1435,777,-9,-28,9
-506,1443,778,-11,-39,1
-505,1444,766,-51,-46,-6
-501,1436,787,-79,-30,5
-500,1436,784,-126,-14,-5
-498,1419,809,-159,-40,-3
-492,1423,805,-165,-46,-16
-509,1424,802,-225,-27,-9
-480,1406,832,-299,-23,-6
-512,1391,854,-305,-34,-8
-499,1374,856,-341,-21,3
-504,1368,880,-384,-21,7
-491,1334,908,-361,-10,13
-501,1318,907,-389,-40,-6
-504,1288,943,-469,-48,-12
-500,1288,956,-466,-57,-8
-554,1273,948,-476,-60,-18
-546,1246,965,-472,-52,-13
-522,1223,986,-502,-41,-26
-499,1203,998,-796,-63,-29
-463,1170,1075,-901,-106,-60
-538,1341,938,-1370,-152,-128
-424,834,1274,-1315,-102,-157
-661,909,1209,-958,-150,-136
-481,835,1345,-828,-92,-70
-491,841,1318,-526,-60,-19
-476,855,1323,-493,-26,26
-445,821,1314,-540,-32,1
-491,876,1294,-655,-21,70
-441,663,1491,-410,-53,55
-501,704,1374,-194,-58,31
-508,700,1369,-282,-88,32
-543,718,1362,-366,-33,45
-474,637,1417,-352,14,117
-466,613,1456,-372,25,58
-494,577,1427,-393,23,60
-461,604,1416,-397,50,59
-508,539,1442,-389,82,81
-538,530,1441,-405,58,-9
-517,511,1451,-366,52,6
-513,472,1482,-304,48,0
-517,463,1477,-239,25,-7
-504,476,1455,-279,36,-7
-552,466,1458,-350,24,2
-524,380,1541,-348,32,-24
-552,405,1468,-458,51,23
-536,337,1523,-490,62,-4
-532,257,1560,-411,43,-50
-547,314,1533,-310,-54,-43
-517,317,1486,-323,-35,38
-531,256,1548,-312,-18,12
-546,253,1533,-300,-52,-17
-541,238,1528,-242,-28,-10
-533,223,1550,-363,-36,13
-572,191,1531,-344,-81,-1
-502,158,1564,-331,15,-23
-530,152,1564,-313,-34,-3
-534,123,1550,-312,-45,22
-528,126,1554,-349,-40,-7
-547,81,1565,-368,-90,7
-539,66,1556,-421,-111,8
-515,27,1576,-359,-77,40
-529,64,1543,-432,-61,15
-533,32,1528,-565,-37,-6
-454,-158,1681,-671,-255,9
-618,142,1461,-657,-356,-62
-480,-177,1594,-538,-310,-42
-472,-119,1562,-97,-68,-13
-459,-152,1586,-93,-54,-9
-467,-151,1590,-104,-67,2
-466,-170,1579,-82,-72,2
-452,-183,1591,-72,-57,2
-467,-185,1577,-42,-49,6
-467,-184,1571,-44,-52,3
-438,-185,1591,-21,-42,-8
-460,-188,1582,-21,-28,-14
-461,-189,1584,-12,-34,-15
-452,-182,1576,-20,-25,7
-467,-184,1578,-30,-17,-3
-475,-185,1585,-20,-21,-9
-458,-193,1586,-25,-24,-5
-457,-196,1578,5,-21,-5
-467,-192,1572,2,-23,-4
-462,-184,1587,10,-25,5
-469,-196,1577,8,-27,0
-476,-193,1578,9,-30,-6
-471,-189,1575,12,-27,-12
-455,-188,1585,7,-25,-10
-461,-189,1592,-2,-22,-1
-461,-190,1577,-9,-28,-10
-506,-192,1582,-9,-45,-8
-432,-197,1586,-12,-35,-10
-454,-200,1586,-32,-36,2
-456,-192,1580,-29,-17,7
-528,-190,1572,-27,-47,46
-459,-201,1570,-30,-39,48
-467,-199,1591,-14,-42,53
-472,-188,1567,-18,-30,46
-469,-201,1604,6,-35,22
-450,-201,1580,4,-29,22
-241,-206,1586,11,236,7
-547,-83,1665,-2,-123,-22
-500,-201,1556,-9,-30,19
-468,-199,1576,19,-22,10
-420,-216,1579,23,-7,3
-444,-218,1584,-3,-18,14
-409,-162,1621,-51,17,20
-493,-195,1583,-76,17,10
-474,-225,1594,-449,100,-11
-482,-278,1580,-435,98,-8
-499,-295,1572,-363,63,-4
-496,-318,1556,-181,15,3
-503,-319,1550,-184,16,12
-477,-276,1590,-136,-14,68
-533,-300,1584,-262,-10,62
-495,-357,1572,-415,-90,31
-498,-384,1563,-335,-87,2
-485,-368,1567,-292,-70,47
-489,-440,1550,-269,-74,49
-484,-410,1566,-223,-80,19
-470,-455,1551,-204,-60,39
-490,-455,1564,-246,-73,-3
-475,-498,1542,-262,-89,0
-458,-513,1537,-222,-59,21
-485,-519,1553,-171,-56,1
-453,-508,1556,-149,-45,11
-498,-516,1538,-189,-44,-9
-484,-550,1532,-203,-51,-10
-376,-460,1586,-274,-91,34
-450,-564,1560,-325,-110,51
-439,-631,1513,-324,-132,93
-490,-618,1519,-245,-97,92
-514,-693,1443,-179,-91,45
-527,-664,1494,-206,-108,24
-442,-661,1520,-211,-80,45
-451,-669,1523,-308,-97,52
-419,-714,1499,-452,-158,65
-433,-727,1486,-488,-161,67
-407,-782,1504,-490,-132,26
-408,-819,1466,-355,-98,-13
-409,-798,1492,-415,-123,-32
-441,-928,1362,-138,5,20
-412,-810,1496,-83,-19,35
-392,-864,1441,-71,-29,119
-612,-779,1486,-62,-54,69
-439,-765,1482,-92,-10,80
-334,-1059,1341,-56,-60,51
-648,-671,1390,-145,-51,42
-475,-943,1413,-112,-37,51
-524,-903,1364,-100,25,-23
-455,-837,1538,-162,10,5
-427,-956,1395,-391,-9,21
-182,-1066,1328,-409,88,-94
-770,-682,1439,-291,42,-94
-377,-983,1393,-214,12,-26
-429,-955,1436,-369,-4,-27
-418,-994,1383,-380,-2,-48
-434,-1028,1385,-390,-66,40
-386,-1072,1382,-384,-93,121
-499,-1062,1324,-211,-90,90
-458,-1074,1376,-284,-45,-3
-437,-1135,1334,-438,-11,-66
-428,-1170,1319,-492,16,-128
-473,-1189,1275,-553,62,-213
-296,-1189,1300,-581,52,-94
-421,-1225,1311,-583,-43,-24
-442,-1238,1288,-654,-69,32
-589,-1233,1165,-649,-48,69
-437,-1345,1205,-531,-8,-39
-436,-1358,1166,-569,6,-49
-371,-1475,1129,-508,-15,-34
-386,-1524,1079,-613,-14,-46
-387,-1498,1091,-541,-47,10
-496,-1405,1115,-473,-12,-12
-309,-1444,1195,-486,25,-18
-495,-1532,1026,-438,-100,14
-411,-1582,997,-239,-34,5
-390,-1579,1025,-368,-37,-4
-969,-1533,836,-522,-131,-26
-342,-1624,990,-434,0,-13
-157,-1670,1057,-622,28,-28
-180,-1588,1193,-730,-178,8
-500,-1612,1004,-732,47,30
-549,-1762,718,-552,-53,-32
-244,-1765,863,-293,-3,-21
-280,-1820,801,-104,14,-14
-458,-1797,747,-291,-31,-10
-441,-1789,740,-331,-107,47
-427,-1796,749,-229,-80,31
-454,-1797,740,-437,-77,12
-437,-1849,649,-274,-77,15
-365,-1850,711,-240,-19,12
-486,-1841,687,-269,-71,23
-754,-1861,569,-333,-195,27
-322,-1914,595,-194,-27,-15
-372,-1878,650,-97,-33,4
-414,-1889,618,-85,-74,32
-413,-1898,624,-86,-82,31
-424,-1902,615,11,-30,1
-412,-1874,636,32,-29,4
